text,sentiment 
My new favorite external battery,pos
Great battery backup!,pos
Powerful yet compact battery pack with built-in cable (great for Galaxy S4),pos
Lots of charges and a built in cable,pos
"Buy it now, it's perfect! (Seriously)",pos
Great,pos
Great Back-up Battery,pos
very happy with the device,pos
Great Power Carry,pos
Anker Astro Slim3 6000mAh,pos
Anker Astro Slim 3,pos
A must have for Android users.,pos
Super slim and with high efficiency!!!,pos
OEM is the way to go,pos
Samsung Micro USB Sync Data Cable with 2.0 AMP Travel,pos
Charges Fast,pos
Exactly What I Wanted (replacement charger for Samsung Galaxy S4),pos
It works great!,pos
A bit pricy but ORIGINAL OEM Parts,pos
original charger,pos
"Came in white, not black, but not disappointed!",pos
Good for Charging my S3,pos
Good Product,pos
Love it!,pos
works fine for me,pos
i love it,pos
love it,pos
perfect,pos
fits great,pos
solid case,pos
LOVE IT,pos
great,pos
Works very well with my cell phone.,pos
Eye Candy !!,pos
Cell Phone Case,pos
LG 840G LG840G DYNAMIC HYBRID TUFF HARD CASE SNAP ON PHONE SILICONE,pos
Great little kit :),pos
Best sim card adapters on the market!,pos
Very Handy.,pos
Really dresses up my phone.,pos
Also works for galaxy s5,pos
Good item,pos
Mikeisfly loves it,pos
a must,pos
Magic Scratch Fixer,pos
Displex Polish,pos
Perfect for my purposes,pos
great buy.,pos
Lights up and blue and works great!!,pos
Works as you'd expect,pos
Great Product,pos
love it!,pos
double charge,pos
GREAT,pos
Rapid is indeed correct,pos
Loving it.,pos
Fosmon 2.1Amps / 10W Dual Port... Fosmon,pos
Great product at a compartable price!!!!,pos
Excellent,pos
USB charger for any USB needs!,pos
Great Buy!,pos
Great Product,pos
Excellent Dual Charger,pos
WORKS GREAT,pos
good deal!,pos
Great Quality,pos
Really gooooood,pos
one of my faves,pos
Sweet case,pos
Perfect!,pos
Samsung Galaxy S4,pos
Generic type Lifeproof iPhone cases,pos
GREAT PRODUCT,pos
Nice case,pos
sweet case,pos
Protection,pos
Great Buy!,pos
Love it!,pos
Very Design!,pos
case,pos
Product Summary,pos
Purple Waterproof Case,pos
Black waterproof case,pos
Waterproof case,pos
NICE HOLDER,pos
Very Nice Case,pos
Very good looking,pos
Great,pos
Great Better than OEM.,pos
battery,pos
Perfect fit - good grip - great price.,pos
Great case,pos
Love this cover!,pos
"Don't waste your money on more expensive cases...this is just as good, if not better",pos
Mighty Fine Little Tool,pos
Feels right,pos
Nice stylus,pos
Yes and Yes,pos
great case,pos
Nice very nice,pos
GORGEOUS,pos
I like!,pos
Amazing!,pos
Great case,pos
Five Stars,pos
LOVE IT,pos
Professional,pos
Pink  Leopard case,pos
Pretty Case,pos
Five Stars,pos
I like it,pos
Very nice,pos
I love it!,pos
i lovw this case so much,pos
great,pos
Wallet,pos
LOVED IT,pos
This is a good case/wallet,pos
As Expected She Loved,pos
Perfect iphone 4 case,pos
Tribal design,pos
Great case,pos
absolutely marvelous,pos
Love this case!,pos
"great product, great service",pos
Better then Otter Box,pos
great case,pos
yellow and black,pos
Love it!,pos
Great easy set up,pos
great design and concept,pos
"Strong, Adjustable, Second one I ordered...",pos
loved this so much!!!!,pos
LOVE IT,pos
Home button stickers,pos
fun for kids and adults,pos
GREAT!:),pos
Great!!,pos
Great Deal!!,pos
great product,pos
Cute accessories,pos
love them,pos
So cute and so many to choose from!!!!,pos
Perfect!,pos
Grate,pos
Cute Home Buttons,pos
cool product,pos
Cool buttons,pos
SATISFIED!!!!,pos
Stuck on you,pos
Single white-silver home button,pos
LOVE THEM,pos
yay,pos
LOVE LOVE LOVE,pos
GREATTT,pos
Loving this product,pos
excellent,pos
&#128515;stickers sticker stickers,pos
Home Button Sticker (300pcs),pos
Five Stars,pos
Love it!!,pos
wonderful deal,pos
Nice,pos
Buttons Galore!,pos
Perfect for my daughter!,pos
My Collection of Mii Buttons,pos
Quality and Quanity.,pos
Love these have been sharing them with friends and family,pos
Really like this case,pos
Five Stars,pos
Fintie 360 Degrees Rotating Stand Case Cover for Samsung Galaxy Note 10.1...,pos
Five Stars,pos
ordered wrong one,pos
I love it. Just what I needed,pos
strong cover,pos
I like supcase,pos
Exactly what I was looking for.,pos
I love it.,pos
Great Case,pos
love it!,pos
Thin and works,pos
Awesome!,pos
Slim but not much protection.,pos
"Super cute, love love love",pos
nice case,pos
Bomb case for the $,pos
Really liking this case so far,pos
Great Product,pos
This is cool.,pos
CAN YOU HEAR ME NOW??? GREAT! ***~~~***  : ),pos
Not worried about Cellphone Radiation,pos
Good call Bluetooth wireless Hanset Accessory,pos
Good customer service,pos
Very good Call Bluetooth!!!,pos
Simple gadget,pos
Great Product,pos
Simple Design,pos
Works like a charm in Chrysler T&C,pos
good product,pos
great purchase,pos
Lenmar battery charger,pos
Superb! unbeatable price and excellent quality. If it lasts longer than six months then is absolutely the best.,pos
High Quality Battery Pack,pos
Excellent charging solution,pos
Fast charge battery pack,pos
Great product,pos
very nice,pos
Love these for Galaxy S4,pos
Great bubdle!,pos
worked great,pos
Quality for Money,pos
Worked for a friend's phone!,pos
Perfect-- A1,pos
Love it,pos
Throw back,pos
Great powerbank,pos
"Great for ""On The Go"" Charging.",pos
This thing is powerful,pos
Great battery/charger for camping,pos
They do the trick,pos
Great product,pos
good,pos
Nice,pos
Nice Screen Protectors.,pos
Good accessory!,pos
Perfect,pos
Small but Powerful,pos
what a awesome little speaker,pos
love!,pos
great protection.,pos
Love this case!,pos
Bulky but too cute!,pos
simple and cute,pos
Loved This Zebra Cover,pos
love it,pos
love this cover,pos
Very pleased,pos
Great!!,pos
Good protection,pos
great!!,pos
Gearonic Waterproof Shoockproof case,pos
Works,pos
Alright Case,pos
this case is awesome!,pos
Best-value case for the gold 5s,pos
Sleek and Elegantly Designed,pos
Perfect,pos
Looks good because you hardly see it,pos
Excellent & Durable case,pos
Finally a real non-slip slim case,pos
Quality,pos
Scratch protection while preserving iPhone design,pos
perfect fit.,pos
affords good protection. Reasonable price,pos
good quality and durable,pos
Spigen makes great product for great price,pos
Super thin and comes with a screen protector.,pos
Spigen Is The Best.,pos
Pleased with purchase,pos
I like it..,pos
excelent and sleek,pos
IT IS NICE,pos
slim,pos
Has worked great!,pos
Nice!!!,pos
Perfect for iPhone 5S gold,pos
Phone cover,pos
good quality,pos
The best snap-on case ever. Period.,pos
Exceeded my expectations,pos
"Perfect fit, very thin, easy to put on and hold.",pos
360 Protection Spigen iPhone 5S Case Slim aultra Fit Crystal Shell,pos
Really nice case.,pos
Xmas gift,pos
Very nice,pos
high quality,pos
Very Clear and Strong,pos
"""Form follows function"" design",pos
Ballistic AP1156-025 iPhone 5 case,pos
Best kept secret in phone protection,pos
Snug Fit!,pos
Love it!,pos
BEST highly protective case,pos
Perfect fit for my phone,pos
maximum protection best bang for the buck,pos
love how great it looks,pos
Great for the price,pos
really nice,pos
"Slim, perfect & grest price for the value",pos
awesome.... service and i love the phone.,pos
simple and nice,pos
Great Cover,pos
Great product.,pos
Absolutely love this case,pos
nice case!!,pos
Great,pos
Cute Case!,pos
Great cover all around,pos
Love it!!,pos
"Great case, even greater price!",pos
Excellent slim fit case,pos
FANTASTIC,pos
Great buy!,pos
Very Nice,pos
It's fine,pos
Great case...,pos
Great stylish case for a great price!,pos
My wife loves them,pos
They are pretty and keep my phone safe,pos
charger works for S3 or S4 and vice versa,pos
"Great battery, I don't care much about the charger, I don't use it",pos
Five Stars,pos
Aduro Shell Holster Combo,pos
The best holster I've owned,pos
excellent product,pos
Holster combo case for Samsung Galaxy S4,pos
aduro shell holster for galaxy s4,pos
Very nice.,pos
Case,pos
Great holster,pos
Great Case / OK Holdster,pos
Great clip on case for Samsung Galaxy S4,pos
"Great Case, Very solid feel.",pos
Great S4 case,pos
very firm hold,pos
great product!! sometimes things come up even better than as advertized,pos
great,pos
Great Values for Price,pos
Super for the money.,pos
galaxy s4 case,pos
Works as expected,pos
Perfect case and holster combo,pos
excellent.,pos
Looks like a million bucks,pos
Aduro never failes me,pos
Aduro Shell Holster Combo Case,pos
Excellent product,pos
Works well for a holster.,pos
Shell Holster combo case,pos
phone case,pos
My best case,pos
Great case,pos
excellent,pos
Holster is why I purchased it.,pos
Good case/holster combo,pos
very nice,pos
Nice holster,pos
Awesome,pos
love this case,pos
Great case for the $$$$,pos
Great case,pos
Aduro Shell Holster Combo Case for Samsung Galaxy S4 with Kick-Stand,pos
Just what I was looking for!,pos
Already had one for my iPhone,pos
great case for the s4,pos
"For $8, buy it! Heck, buy two",pos
very good case - get it. protect and easy to use,pos
Nice enough case,pos
this thing fits PERFECT,pos
Sturdy make and very good stand,pos
Perfect!,pos
Great Holster,pos
I could not find anyting here that compares to this!,pos
The Best,pos
Nice Phone Case,pos
Nice Looking Stand,pos
Perfect for a naked AT&T HTC One,pos
Gets the job done,pos
Great stand and charger!,pos
Product Works Very Well,pos
Simple and perfect,pos
Very very impressed,pos
Thanks,pos
Very Nice for the Price.,pos
A very nice case,pos
"Sleek Cover, Some Protection from Falls",pos
Really Happy!,pos
Great charger,pos
Car charger,pos
Nice quality,pos
Gift,pos
Car Charger with Lightening adapter for iPhone 5/5S,pos
What more do you want?,pos
Great 12 V Charger,pos
Love it,pos
case,pos
Great case,pos
Better Grip Than Naked Phone,pos
Best cable for the price,pos
"Very Sturdy, great length.",pos
"great product, good value",pos
Works like a charm!,pos
Compatible with iPad mini and iPhone 5s for charging and synching,pos
Works as described!,pos
Awesome!,pos
great,pos
worth the buy..,pos
I ADORE this phone!,pos
Thank you,pos
"Great device, beautiful screen **UPDATED**",pos
Great phone!,pos
We are testing it,pos
Five Stars,pos
Five Stars,pos
Work as needed,pos
Great product,pos
Excellent Quality,pos
Works Great - Buying a 2nd,pos
Great product !,pos
Works well if you want a really long cord,pos
Great,pos
"Good solid, long length usb cable.",pos
Great Product!,pos
Perfect length,pos
Love gadgets,pos
Great product for great price!,pos
"Bought this to replace an earlier returned FRiEQ cord, and this one works fine ...",pos
"Great value, fantastic length!",pos
Extra phone cord,pos
Using this for my car,pos
Pretty cool,pos
good,pos
This 10 foot EZO USB Cable is of high quality and heavy duty USB Cable - BEST I HAVE TRIED!,pos
Works great in the car,pos
Nice quality packaging and product,pos
Quality smart phone charger!,pos
Purple Power,pos
extra long usb,pos
Perfect for charging my Asus ME302C,pos
Well done,pos
Fantastic quality and performance,pos
Better than stock cable,pos
great cable for the money,pos
It works great!,pos
Highly recommended!,pos
Works,pos
data cable,pos
Quality cable for good price,pos
Excellent cable.,pos
Real Deal right Here!,pos
works great; great for travel,pos
EZOPower Extra Long 10ft sync cabel,pos
Jolly Good Business,pos
Works Great,pos
10ft Micro-USB Cable,pos
Amazing,pos
u won't be disappointed,pos
Great cable!,pos
Good cable!,pos
Grrrreat!,pos
Quality built product,pos
BUY IT BUY IT,pos
Very nice,pos
Just what I needed...,pos
"EZOPower Extra Long 6ft Orange Micro-USB 2in1 Sync and Charge USB Data Cable for Samsung, HTC, LG and Other Smartphones",pos
So convenient!,pos
Adore it,pos
My first love,pos
Love it,pos
pretty pink,pos
pretty!!! might buy more!,pos
Ezo Power Cords,pos
Great !!,pos
Love the Purple,pos
Can't go wrong with these!,pos
Geat,pos
Love the length,pos
Works well so far,pos
a must have,pos
Great for a Samsung Galaxy Note 8,pos
Awesome length,pos
So far so good...,pos
Love it.,pos
EZOPower Extra Long 6ft Hot Pink Micro-USB 2in1 Sync and Charge USB Data...,pos
What is there to say?,pos
I thought EZO made golf carts...,pos
great product,pos
Love it,pos
Very good deal!,pos
"Strong, high quality cable",pos
"Useful, Colorful and Works Well",pos
Nice cable.,pos
Has Worked Wonderfully So Far,pos
great...kind of wish I'd gotten the 10 ft,pos
Really well made,pos
great charging for nexus 5,pos
The Best Replacement USB cable for chargers!!,pos
Good construction and great length,pos
Perect for the car!,pos
These little guys are the best ones,pos
Love that cord,pos
Long power cord,pos
Work perfectly. One of the few things lately that do that (economically),pos
You wont feel 6feet under when you use this cable,pos
6 ft cable,pos
"Nice, long cord",pos
great microusb cord,pos
Great Micro USB Cord,pos
Good fit,pos
Awesome product,pos
fits my 32gb SG S4,pos
Confusion on my part but purchase ended up being good,pos
awesome,pos
Great accessory to your phone,pos
Bling city!,pos
Great looking case..,pos
MUST HAVE!!!,pos
awesome,pos
Super cute,pos
That's what I'm talking about!,pos
100% satisfaction!!!Guaranteed!!!!,pos
Seem to be hold charge as long as OEM.,pos
Ordered these for hubby's phone,pos
Fastest order EVER!,pos
perfect,pos
happy all over,pos
I LOVE this armband,pos
Just what I needed,pos
So far so good,pos
Better then amazing,pos
Love this little guy.,pos
"A very good, high quality bluetooth headset",pos
Great Product so far,pos
Great BT Headset,pos
Would buy,pos
Overall highly valuable good Bluetooth headset that's easy to work with,pos
SPECTACULAR Bluetooth Headset,pos
Love it,pos
An Excellent Wireless Headset with High Quality Sound,pos
Wireless Bluetooth headphone,pos
Perfectly Perfect,pos
You won't be disapointed,pos
Great headset with SUPER charging dock!!!,pos
Awesome alternative to the Mophie,pos
Another interesting contender in a crowded field,pos
"Interesting idea, difficult to figure out at first, outstanding product support",pos
use with case,pos
Works great,pos
"Love the technology, works well",pos
"Overall, very much what I expected",pos
This thing is awesome,pos
Versatile dock,pos
Perfect!,pos
GREAT CHARGER!,pos
Best cruise/beach accessory you can buy!,pos
Did what I needed to do.,pos
Mostly used for iphone,pos
Fits my Note II and holds water out; tested ...,pos
great deal!,pos
awesome,pos
Nice for outdoor water sports,pos
Very nice,pos
THIS IS PERFECT,pos
Built to last!,pos
thanks,pos
Bling with class,pos
Fabulous,pos
Pretty,pos
"It's been a year now, no malfunctions, no ...",pos
Best Android you can buy,pos
Best Phone Out Right Now,pos
great  phone,pos
Functions that make the difference.,pos
Awesome! Samsung Rules!,pos
I have never been happier with a phone,pos
good product I recommend,pos
Man,pos
Excellent I phone case,pos
Fantastic,pos
Double up on protection,pos
Just want my husband wanted!,pos
Great!,pos
Great Deal!!,pos
Awesomeness!,pos
Protectors,pos
screen,pos
I love it,pos
Fantastic price,pos
Great product. No need to pay more,pos
Great deal,pos
Great Deal!,pos
really durable,pos
Very nice - especially for the price,pos
Would recommend,pos
great price!!!,pos
good to protect screen,pos
Great,pos
nice product,pos
No problems,pos
love this durable,pos
Very good quality screen protectors for a low price!,pos
I liked it,pos
Good buy - Fast shipping,pos
Genuine leather case with a clean design,pos
High Quality iPhone 5 Case,pos
"Simple, elegant, and functional protection for the iPhone 5 ...",pos
"Nice, secure design...soft, breathable pigskin interior",pos
Quick Draw McGraw super slim iPhone holster,pos
Perfect protection For Your iPhone 5!,pos
Simple and functional.,pos
It sticks to the job,pos
Sticks to the dash as well as the windshield,pos
I am very happy with this holder.,pos
"Between this, Siri and the Apple maps application, I finally know where I'm going",pos
"works on a variety of phones which means it can stick with you even if you change phones, nice shiny look",pos
"An Easy, Secure Way to Use Your Phone as a Navigation Device",pos
Finally a dashboard mount that actually works!,pos
Sleek Mount With Strong Suction And Flexible Adjustments...,pos
"Solid Suction Power, Great Ability to Position, Firm Hold",pos
"Secure, strong suction... Adjusts from 2.25"" - 3.25"" wide (approximate measurements)",pos
"Not only for smartphones but makes a great headphone stand, too",pos
Securely Sticks To Your Windshield!,pos
Excellent holding power,pos
"Oh, I *really* like this...",pos
AWESOME spring break,pos
Great new accessory for the beach and pool.,pos
Great case that could save your iPhone...,pos
"Great Protection, Love the Clear Side Gussets",pos
"Excellent waterproof case - Clear front, back & sides - Not bulky...",pos
Good product,pos
Cutest case ever,pos
cute!,pos
Amazing!,pos
bling for your needs :),pos
Bling bling for your money,pos
A great case.,pos
So cute!,pos
Great Phone Cover,pos
Love it,pos
I love this case,pos
Fast Shipping,pos
Loveee,pos
LOVE IT,pos
5 stars,pos
Its super cuteeeee!!!!,pos
came free and adorable,pos
Leather Bow Case,pos
loving my case,pos
Just Like Writing With A Regular Pen (without the messy ink),pos
Great styli!,pos
Great set of stylus.,pos
Perfect pen for an ipad,pos
YooMee Figermesh Capacitive Stylus,pos
Great stylus,pos
Best stylus I've ever used.,pos
Excellent product & price.,pos
Great Stylus,pos
Wonderful!,pos
Gift for friend,pos
Love this case,pos
I love this case,pos
Convenient!,pos
Excellent Case,pos
excellent,pos
GEORGOUS,pos
This product is worth the money,pos
absolutely love it,pos
Wallet case phone,pos
im in love,pos
Fosmon Caddy Series Leather Wallet Case,pos
Awesome wallet case,pos
Wallet case for the Samsung S 4,pos
Great wallet/phone case!,pos
I am in love!,pos
Lenmar retractable charger,pos
"Works well, retracts reliable",pos
Expensive but worth it!! Works with iOS7,pos
Again,pos
Very high quality cable and no weird Apple warning messages,pos
love it!,pos
LOVE THIS CASE,pos
:),pos
Galaxy Tab 7.7 Good,pos
Perfect for Galaxy Note 10.1 S Pen tablet,pos
My Fiance Loves This!,pos
Cool addition to my tablet,pos
pretty cool,pos
Works - Samsung Galaxy Tab 2 10.1,pos
mary m,pos
Can't wait to use this,pos
"Works very well - Won't stream ""Xfinity Player"".",pos
"Finally, great HDMI output from my Samsung Galaxy Tab 7.0 Plus!",pos
Works like it should,pos
Very happy with this purchase,pos
works perfectly,pos
this with moga pro,pos
"Wow, I just love it",pos
Great Product!!!,pos
My new wallet,pos
"Very good sound,  excellent as MP3 player and bluetooth speaker",pos
Awesome little Bluetooth speaker. Even has an SD card reader!,pos
Great for taking to a friends house,pos
Good sound quality,pos
Rarely do you find a radio on a bluetooth speaker as well..this one has it all,pos
Bluetooth Speaker With Excellent Sound Quality! Very Unique Bluetooth Speaker and So Much More!,pos
Stereo!,pos
What You Should Know Before You Buy!,pos
Full Featured With Fantastic Sound,pos
One of the most versatile Bluetooth speakers I've seen,pos
great portable speaker.,pos
Versatile!,pos
"Great Looking Speaker, Really Great Sound, Lots Of Options, Solid Buy...",pos
Good product for the price,pos
One of the handiest bluetooth speakers I own,pos
bought as a gift,pos
First one arrived broken.,pos
Gooood deal for my money.,pos
cheap but amazing bluetooth speaker,pos
This device has everything! Even a radio!,pos
The Beauty AND the Beast,pos
More power for more charges,pos
High Capacity Power Bank with a Great Slim Design!,pos
"The UtechSmart 10,000 mAh battery pack has been a real life saver!",pos
A Must For Travelers Or Anyone With Gadgets That Charge Via USB...,pos
Great for Tablet Owners,pos
amazing case,pos
Best case IMO (In My Opinion),pos
Great Look and Protection.,pos
"Style, function & quality",pos
It took me a week to choose a case. I work outside and needed a rugged one.,pos
Can't go Wrong,pos
A great case!,pos
Best Case Ever for the Accident Prone,pos
UAG makes some of the best cases for the mainstream flagship phones from Samsung,pos
"best of the best fit,ergonomics, fit, finish",pos
very cool looking,pos
Had the same case on my galaxy s3,pos
A very very nice case for my Galaxy S4,pos
Great case!,pos
NICE !!!!,pos
Best case I could find for the S4,pos
Best case,pos
Awesome Case!,pos
Great Quality and Easy Buttons,pos
The only reason not to buy would be if you didn't like the looks of it...,pos
Amazing case!,pos
I have to say the fit and grip is fantastic on the S4,pos
Awesome.,pos
Awesome Protection,pos
"Awesome Looking Case: Storm Trooper, Honda Pilot, Rabbit Design, Oblivion?",pos
nice fit.,pos
All around great!,pos
so great,pos
GREAT PRODUCT WORTH THE PRICE.,pos
Awesome!,pos
Pleasant Surprise,pos
Great Case!,pos
The best case I ever had,pos
Amazing Protection and Look,pos
Still one of my favorite cases!!,pos
"Nice, light protection",pos
Really Nice Case,pos
the best,pos
Sturdy and Stylish - Screen Protector Inluded!,pos
Best Case Ever,pos
"This case is not only attractive (clear) but it is very durable, and easy to remove.",pos
Galaxy S4 case,pos
Love it!,pos
Ice Baby!,pos
Love it!!,pos
I can drop my phone and not worry about the internal damage...,pos
I actually bought a Galaxy S4.. so I could use this case.,pos
great fit,pos
Nice Case,pos
Looks and feels great,pos
Fit the bill,pos
My favorite case for the S4,pos
"""Good Protection For My S4"".........",pos
"Sturdy, fits good",pos
Recommend this case!,pos
good case,pos
"Looks great, fits great, excellent case for my S4.",pos
Best Heavy Duty/Low Profile Case on the market!,pos
Hard to beat,pos
Best case ever!,pos
"Equivalent to Otterbox Reflex Series, but Better Looking and Less Money",pos
UAG - Perfect for S4,pos
BEST CASE,pos
"You get what you pay for!  In this instance, that's a very good thing.",pos
Best Case I believe for the Galaxys,pos
AMAZING CASE,pos
nice case! BUT..,pos
Great for rough usage,pos
Fantastic case,pos
Love the design and Protection,pos
Stylish and protective.,pos
As good or better than any case I've ever purchased,pos
Looks awesome and feels solid.,pos
Awesome case!!,pos
best cases hands down,pos
"works, feels, and looks great.",pos
HTC ONE,pos
Great case to protect the One,pos
Really good case,pos
In-depth review: a shell case that hangs on,pos
Very nice case!,pos
Tough Case,pos
Love it,pos
great investment since switching to pre-paid,pos
About as nice as a case gets,pos
good deal,pos
Great Design And Protection for HTC ONE,pos
Best case for HTC ONE,pos
Awesome Case - Awesome price,pos
"It's big, but it does the job.",pos
they All Worked!,pos
I am really glad I tried these :),pos
Just like an Otterbox.,pos
Excelent price and good product,pos
Works with iPhone 5S,pos
works,pos
"Two months in, but so far great",pos
Very easy to apply,pos
Beautiful,pos
The best one I've tried,pos
Good Protection,pos
This is a must have for your gs4.,pos
Simple and awesome,pos
Works great! Fits perfect!,pos
Great Value,pos
Best Value to keep your S4 protected!,pos
Great Way To Protect Your S4,pos
Perfect Screen Protector for S4,pos
Great Protector,pos
amFilm Samsung Galaxy S4 I9500 Premium Screen Protector Film HD Clear (Invisible) (3 Pack) [Lifetime Replacement Warranty],pos
easy peel and apply!,pos
Five Stars,pos
"Inexpensive, but quality product!",pos
necessary product,pos
Best protectors!,pos
this one does a lot better. It's also holding up well,pos
I love it,pos
Great Value for the Price & Easy to Apply,pos
Great value!,pos
works great,pos
Excellent Product,pos
I'm Impressed!,pos
Works as advertised.,pos
Great,pos
PERFECTION,pos
Nice and sufficient,pos
Best screen protector ever,pos
Works great!,pos
I love it,pos
Favorite Phone Case,pos
Cool case,pos
I phone case,pos
VERY ATTRACTIVE PRACTICAL CASE,pos
Love my new case,pos
good,pos
an actual otterbox,pos
Awesome!,pos
Beautiful case,pos
luv it,pos
Very beautiful and rubber cover for any time you want to use it!!!,pos
like it,pos
Love this case!,pos
nice,pos
Love that Pink,pos
Lovely,pos
Excellent transaction,pos
Who says nokia does not exist,pos
Nokia 520,pos
The Nokia Lumia 520 is the best phone in this price range,pos
very good.,pos
Perfect for Travelers,pos
Great phone,pos
Works in the USA,pos
Nice!,pos
Good Case some (initial) odor sent postage due but then credited,pos
Backup Protection,pos
was exactly what i needed,pos
Love the case and the color,pos
Great for the Price,pos
Handy good strong case. Great product,pos
So Pretty!,pos
CUTE,pos
Suits me well!!,pos
thanks,pos
cover,pos
Great!,pos
love. love. love.,pos
something new,pos
2cute,pos
Love it,pos
"very cute, looks even better in person",pos
Very pretty,pos
Samsung Galaxy S4 case,pos
the best yet,pos
Great colors,pos
California girl likes this!,pos
Beautiful case!,pos
Samsung Galaxy S4 phone case,pos
"Love, love, love!!",pos
As good as Apple OEM. Maybe better,pos
Just what I needed,pos
USB Cable for iPhone 5s,pos
Nice cable....,pos
Solid construction and good connection in either orientation.,pos
Works Great.,pos
IT'S NO JUNK,pos
"Safe, fast charge",pos
Dual USB charger,pos
Sharp looking USB car adapter,pos
A very affordable car charger,pos
Awesome!,pos
Bring on the power,pos
Perfect - Two for One!,pos
Good strong two-port charger,pos
Someone should have thought of this a long time ago!,pos
"The Yubi is a nice, sleek, affordable dual USB charger ...",pos
Just what we needed!,pos
On the go a lot? No problem with low charges on your equipment,pos
Simple to use and it works well,pos
I like that it has a 2.4 Amps port,pos
Easily convert your cigarette lighter into two USB charging ports,pos
Yubi Power YPCC-210W 2.1Amps/ 10W Dual USB Car Charger,pos
Reliably powers the GPS while recharging my cell phone or battery chargers,pos
"the reviews are in, here is one more comment...travel",pos
Must Have Car Accessory For iPhone/iPad/iPod and Android Devices...,pos
"Sleek Looking, Slim Design, Smooth Finish",pos
Handy USB car charger with 2.1 A and 1.0 A ports,pos
Charge Fast Without Overcharging!,pos
Perfect solution if you own many devices,pos
"SOLID, Pretty, and it works.",pos
a swank little white car charger,pos
Great Dual Port Car Charger,pos
"4 Port USB Charger, great for sharing.",pos
double the USB power...,pos
perfect,pos
EXCELLENT PRODUCT,pos
It Charges !,pos
Crazy convenient,pos
Nice,pos
Very innovative,pos
Get it. Cheaper than Apple! And works great.,pos
Did the trick,pos
Perfect for battery pack chargers,pos
Short but sweet,pos
Functional and in the Budget,pos
Love this!,pos
Great quality,pos
My daughter loved it,pos
Love the looks,pos
works great,pos
A great find,pos
Perfect item,pos
LOVE IT,pos
Neat item,pos
Fashionable yet Functionable,pos
great deal,pos
Love the leather,pos
Great buy,pos
This has to be one of the best,pos
Five Stars,pos
Don,pos
cute wallet,pos
Excellent wallet case!,pos
Love this case!,pos
My Wife Loves this Case,pos
LOVE IT,pos
Case if very nice to have,pos
2nd case still too big for Samsung Galaxy phone.959v,pos
A BEAUTY,pos
Loved My Wallet Type Magnet Flip Case,pos
love it,pos
Great case for Galaxy,pos
Pandamimi ULAK Colorful PU Leather Wallet Type,pos
Nice case.,pos
I LOVE IT!,pos
very nice,pos
Very good,pos
Wallet Phone case,pos
LOVE IT!,pos
Great for me,pos
Ulak Flip Case,pos
Great sell,pos
EXCELLENT,pos
Great phone cover/wallet,pos
It's nice,pos
cool cover turns the phone on when you open it,pos
Great,pos
Good batteries and NFC,pos
got a universal charger..,pos
Works great,pos
Well Worth It!,pos
Best one yet,pos
Best phone that I have ever used!,pos
A worthy replacement after years of blackberry use,pos
"Excellent professional smartphone, the whole is greater than the sum of it's parts",pos
Amazing,pos
Decent,pos
Excellent for the cost,pos
fits perfectly,pos
Great case,pos
got aS a gift,pos
WalkNTalk,pos
Five Stars,pos
iphone 4 wallet case,pos
perfect fit,pos
Real Nice,pos
Love it,pos
easy to apply. nice quality,pos
Best bang for your buck!,pos
Very handy little charger with many adapters,pos
For when the power goes out ...,pos
"Tested with Nexus 7 Tab, Galaxy Nexus Phone, Galaxy 7.7 Tab, iPad Mini and Sansa Clip+ MP3",pos
Great for my wife,pos
Spiffy!,pos
Life Saver!,pos
Great Size - Great Convenience,pos
A Lifesaver if you are Always Dealing with Dead Electronics!,pos
Best charger out there,pos
Don't Leave Home Without it!,pos
A really helpful device if you travel frequently,pos
"A Great, Take Anywhere Power Bank...",pos
Excellent product,pos
Dependable power on the go!,pos
Fair price and good performance mean this is worth your money.,pos
Very good Backup Battery Charger,pos
A must have for the person on the go,pos
Power Pack for Portability and Emergencies,pos
Great for the price,pos
Perfect,pos
I LOVE this little guy,pos
Great little portable speaker,pos
Great product,pos
Great Sound,pos
awesome,pos
Great product,pos
works great,pos
WORKS!,pos
Fits Galaxy S4 without cover.,pos
Great Case,pos
Great,pos
Luxmo LU8HBK Horizontal Leather Pouch Belt Clip Holster Case for samsung,pos
"If the phone fits, wear it!",pos
Aluxmo phone case,pos
Case,pos
great charging cable - well made,pos
great cord,pos
greath,pos
It is a good product,pos
good fix,pos
First time replacing glass,pos
Cute and Doe what is suppossed to,pos
Love,pos
Great Case,pos
They loved it.,pos
Exactly what I expected!,pos
Absolutely love it,pos
Awesome Case,pos
Fits the Galaxy S4 GPE just fine,pos
excellent product,pos
Great case,pos
Works great if you don't use a case,pos
Perfect,pos
BELT CLIP HOLSTER,pos
This is an OEM replacement holster....,pos
Fits my Defender Case perfectly,pos
great,pos
tribal,pos
Five Stars,pos
Cute & sleek,pos
Awesome case.,pos
"very nice, sturdy case!!",pos
Nice Item and easy to use,pos
"Great,",pos
Z10 Cradle Charger,pos
PERFECT!,pos
Sturdy but LOOOOOOON Shipping Time,pos
Blackberry Z10 charging base,pos
great,pos
Does everything I need it to do,pos
Great Product!,pos
Perfect for Galaxy S4,pos
works great,pos
Great!,pos
Great Buy!,pos
Cute,pos
love it,pos
hello kitty case rocks,pos
Hellllooooo Kitty!!,pos
